,,avg down time per resource,aircraft,total down time,registration number,downs,total tail down time,avg tail down time,downed,upped,duration,downed reason,squawk,comments
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,7/18/2024 18:40,7/19/2024 15:10,20:30,downed by ETA,50 Hr Inspect,Out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,7/26/2024 13:21,7/29/2024 13:26,72:05:00,downed by ETA,Engine,abnormal oil pressure indications
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,6/26/2024 14:12,7/1/2024 7:05,112:53:00,Inspection,,#3
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,7/9/2024 11:14,7/9/2024 11:48,0:34,downed by ETA,Engine,engine roughness
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,7/19/2024 15:41,7/19/2024 16:20,0:39,Inspection,,P/W
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,8/5/2024 19:19,8/6/2024 10:58,15:39,Squawk,Other,comms unreadable
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,8/7/2024 7:28,8/7/2024 11:00,3:32,downed by ETA,Other,Dual ADAHRS Failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,9/13/2024 14:37,9/16/2024 8:17,65:40:00,Squawk,,oil dipstick
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,9/26/2024 12:09,9/30/2024 13:52,97:43:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,10/21/2024 10:15,10/23/2024 14:51,52:36:00,downed by ETA,Engine,EGT 1 high
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,11/12/2024 7:42,11/12/2024 11:44,4:02,downed by ETA,Engine,mag drop on left mag
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,8/20/2024 22:29,8/22/2024 9:38,35:09:00,downed by ETA,Engine,Oil psi dropped below 20 psi
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,8/22/2024 11:28,8/23/2024 10:11,22:43,downed by ETA,Engine,No oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,9/6/2024 13:14,9/9/2024 12:40,71:26:00,downed by ETA,50 Hr Inspect,Timed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,11/13/2024 15:13,11/14/2024 12:02,20:49,downed by ETA,50 Hr Inspect,time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,8/19/2024 19:13,8/20/2024 9:20,14:07,downed by ETA,Engine,0 drop on right mag
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,10/9/2024 17:28,10/10/2024 9:55,16:27,downed by ETA,Engine,oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,10/31/2024 7:57,11/1/2024 8:51,24:54:00,Inspection,,411/413
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,11/6/2024 15:07,11/6/2024 15:30,0:23,downed by ETA,Other,Flaps stuck at 50%
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,10/14/2024 14:34,10/14/2024 15:36,1:02,Squawk,,strobe inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,10/15/2024 14:35,10/17/2024 17:01,50:26:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,12/13/2024 13:50,12/14/2024 14:55,25:05:00,Squawk,Other,excessive fuel flow
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,2/12/2024 14:25,2/13/2024 8:51,18:26,Squawk,,Comm 2 would not hold input frequency.  Would change to prior freq.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,3/13/2024 9:09,3/21/2024 14:51,197:42:00,Squawk,,Boost pump does not work on 'boost' position
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,3/23/2024 10:30,3/25/2024 12:08,49:38:00,downed by ETA,Engine,Mag check failed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,2/14/2024 9:33,2/14/2024 17:20,7:47,Squawk,,Aux fuel Pump popping circuit breakers
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,2/5/2024 8:23,2/5/2024 11:53,3:30,Squawk,,starter
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,12/21/2023 16:33,1/3/2024 13:56,309:23:00,Inspection,,
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,1/16/2024 15:27,1/19/2024 9:17,65:50:00,downed by ETA,Avionics,ADAHRS faults
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,2/24/2024 16:12,2/26/2024 11:29,43:17:00,downed by ETA,Other,Excessive mag drop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,4/5/2024 14:25,4/9/2024 9:51,91:26:00,Inspection,,#1 Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,2/21/2024 15:26,2/23/2024 18:14,50:48:00,downed by ETA,50 Hr Inspect,Due for Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,5/6/2024 18:49,5/7/2024 9:48,14:59,downed by ETA,Other,Fabric Broken
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,5/20/2024 11:47,5/22/2024 6:57,43:10:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,7/12/2024 17:01,7/16/2024 10:32,89:31:00,downed by ETA,50 Hr Inspect,Out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,7/30/2024 19:51,8/8/2024 9:37,205:46:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,4/29/2024 9:28,5/2/2024 17:47,80:19:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,5/23/2024 17:34,5/24/2024 15:32,21:58,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,6/28/2024 11:27,6/28/2024 18:45,7:18,Squawk,,Grad Display
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,7/11/2024 17:56,7/11/2024 18:35,0:39,downed by ETA,Other,Instructor side door top latch will not secure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,7/27/2024 13:59,7/29/2024 10:05,44:06:00,Squawk,Avionics,ADAHRS 1 FAULT GPS FAULT
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,6/11/2024 10:29,6/20/2024 11:18,216:49:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,4/26/2024 6:58,4/26/2024 9:46,2:48,Squawk,,exhaust pipe
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,6/10/2024 11:21,6/10/2024 13:01,1:40,downed by ETA,Engine,Unusual engine vibration
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,7/17/2024 15:45,7/17/2024 17:39,1:54,downed by ETA,Other,Right door
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU51 N923JW,24,6703:17:00,279:18:00,8/8/2024 9:37,3/10/2025 8:10,5134:33:00,Squawk,,Engine TBO/change
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,1/8/2024 9:36,1/12/2024 9:33,95:57:00,Inspection,,#3
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,2/13/2024 6:36,2/13/2024 9:53,3:17,downed by ETA,Other,Standby airspeed indicator light not turning on
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,2/14/2024 13:23,2/15/2024 17:32,28:09:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,2/15/2024 17:32,2/16/2024 9:48,16:16,Inspection,,411/413 logbook sticker
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,1/19/2024 15:39,1/21/2024 12:50,45:11:00,downed by ETA,Engine,cylinder overheat and a gps 1 fault
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,2/1/2024 12:16,2/1/2024 15:27,3:11,downed by ETA,Other,Left seat would not stay in position
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,3/7/2024 14:58,3/12/2024 11:53,116:55:00,downed by ETA,50 Hr Inspect,Phase #4 Fuselage and Empennage Group Detail
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,4/3/2024 10:35,4/4/2024 8:57,22:22,downed by ETA,50 Hr Inspect,50 hr inspect
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,2/9/2024 9:36,2/9/2024 10:14,0:38,Squawk,,Rough engine at start-up
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,2/21/2024 9:42,2/21/2024 11:41,1:59,Squawk,,"Will not crank over, Batteries good"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,3/15/2024 16:30,3/18/2024 15:18,70:48:00,downed by ETA,Engine,Oil pressure 7
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,3/15/2024 16:30,3/19/2024 7:47,87:17:00,Squawk,,Low oil px - Sturgis
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,4/1/2024 18:22,4/2/2024 8:54,14:32,downed by ETA,Aircraft Malfunc,Flaps not retracting
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,3/19/2024 10:57,3/19/2024 11:33,0:36,Squawk,,oil psi
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,5/22/2024 20:04,5/23/2024 15:43,19:39,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,7/24/2024 14:04,7/25/2024 11:41,21:37,Inspection,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,8/7/2024 16:38,8/8/2024 8:32,15:54,downed by ETA,Avionics,GPS 2 FAULT
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,4/26/2024 6:50,5/13/2024 12:38,413:48:00,Squawk,,boost pump
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,6/11/2024 18:16,6/13/2024 12:09,41:53:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,6/13/2024 15:25,6/14/2024 8:26,17:01,Squawk,,Check flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,8/13/2024 13:05,8/15/2024 15:42,50:37:00,downed by ETA,50 Hr Inspect,down for time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,4/16/2024 9:48,4/18/2024 10:22,48:34:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,6/10/2024 18:02,6/11/2024 12:02,18:00,downed by ETA,Engine,Low RPM during cruise
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,6/27/2024 14:55,7/2/2024 16:24,121:29:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,7/12/2024 12:24,7/12/2024 13:59,1:35,downed by ETA,Engine,"cylinder 6 temps ""wonk"""
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,10/7/2024 9:21,10/7/2024 10:29,1:08,Squawk,,battery charge
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,10/21/2024 10:51,10/23/2024 14:37,51:46:00,downed by ETA,50 Hr Inspect,time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,11/15/2024 9:01,11/20/2024 11:29,122:28:00,Inspection,,#2 final
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,8/29/2024 19:51,9/4/2024 17:03,141:12:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,9/17/2024 6:33,9/17/2024 16:19,9:46,Squawk,,front of airplane shaking
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,10/2/2024 14:42,10/3/2024 9:35,18:53,Squawk,Airframe Damage,possible nosewheel damage
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,10/10/2024 22:07,10/11/2024 8:49,10:42,downed by ETA,Other,Oil and fuel leak/stain on the belly of the aircraft
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,9/12/2024 19:36,9/14/2024 15:06,43:30:00,downed by ETA,Other,nose wheel movement abnormal on landing and takeoff
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,9/25/2024 21:13,9/27/2024 11:29,38:16:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,12/7/2024 14:22,12/7/2024 15:05,0:43,downed by ETA,Other,hobbs stuck in 100
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,12/10/2024 12:33,12/11/2024 7:46,19:13,downed by ETA,Avionics,right ifd frozen
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU52 N851ST,37,1735:50:00,46:55:00,12/6/2024 11:14,12/6/2024 12:12,0:58,downed by ETA,Other,Battery is dead.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,3/27/2024 16:19,3/28/2024 10:29,18:10,downed by ETA,Engine,mag drop beyond 75 difference
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,2/14/2024 17:02,2/16/2024 11:13,42:11:00,downed by ETA,Other,Possible flat spot
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,2/22/2024 12:19,2/23/2024 11:46,23:27,downed by ETA,100 Hr Inspect,1.1 hours left
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,3/15/2024 13:10,3/19/2024 10:05,92:55:00,downed by ETA,50 Hr Inspect,down for time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,3/28/2024 13:21,3/28/2024 15:38,2:17,downed by ETA,Engine,Low oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,4/9/2024 9:52,4/13/2024 8:15,94:23:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,2/3/2024 19:13,2/6/2024 17:06,69:53:00,downed by ETA,50 Hr Inspect,down for hours
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,5/7/2024 16:18,5/8/2024 12:04,19:46,Squawk,,Rudder rod end
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,5/2/2024 6:49,5/2/2024 18:37,11:48,Inspection,,#4
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,6/21/2024 15:58,6/22/2024 14:52,22:54,Squawk,,Oil on top cowl coming out of oil door.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,7/8/2024 10:54,7/11/2024 11:39,72:45:00,downed by ETA,50 Hr Inspect,Time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,8/3/2024 12:40,8/7/2024 8:00,91:20:00,Squawk,Engine,alt 1 failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,4/24/2024 19:02,4/25/2024 11:47,16:45,downed by ETA,Engine,cylinder head temp was varying throughout the flight.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,5/16/2024 14:14,5/16/2024 17:38,3:24,Squawk,,oil consumption
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,6/4/2024 18:56,6/7/2024 10:21,63:25:00,Squawk,Engine,low oil pressure 29 in flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,6/10/2024 22:40,6/12/2024 13:30,38:50:00,downed by ETA,Engine,Engine roughness and low oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,6/27/2024 13:39,6/27/2024 15:25,1:46,Squawk,,oil show
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,4/29/2024 14:47,4/29/2024 17:30,2:43,Squawk,,LH seat belt issue
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,5/21/2024 15:01,5/23/2024 11:03,44:02:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,6/20/2024 9:25,6/21/2024 9:12,23:47,downed by ETA,Other,Crew said felt like left brake failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,7/18/2024 11:11,7/18/2024 11:47,0:36,downed by ETA,50 Hr Inspect,Time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,7/19/2024 11:05,8/2/2024 11:35,336:30:00,Squawk,Other,oil leak
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/12/2024 14:43,9/13/2024 12:14,21:31,Squawk,Avionics,Erroneous batt discharge readings
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/16/2024 17:16,9/17/2024 8:35,15:19,downed by ETA,Engine,Left mag drop outside 75 rpm
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,8/19/2024 17:57,8/19/2024 19:01,1:04,downed by ETA,Other,skywatch inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/30/2024 7:39,9/30/2024 14:31,6:52,Inspection,,411/413
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,10/3/2024 6:39,10/16/2024 6:40,312:01:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,8/26/2024 19:16,8/29/2024 15:26,68:10:00,downed by ETA,50 Hr Inspect,out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/5/2024 10:32,9/6/2024 10:47,24:15:00,Squawk,Engine,oil pressure fluctuations
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/25/2024 18:37,9/26/2024 9:00,14:23,downed by ETA,Airframe,"battery discharge warning, -11 volts"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/4/2024 11:30,9/4/2024 12:18,0:48,Squawk,Engine,left mag drop 130 rpm during runup
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,9/19/2024 7:08,9/19/2024 7:30,0:22,Squawk,,green nav light
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,10/16/2024 9:51,12/12/2024 15:42,1373:51:00,Inspection,Engine,new engine
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU53 N36PL,34,7822:57:00,230:05:00,10/16/2024 15:41,,4890:44:00,Squawk,,engine change at AZO
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,3/28/2024 18:49,3/29/2024 13:27,18:38,downed by ETA,Airframe Damage,Broken door seal and hard landing
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,2/6/2024 16:24,2/6/2024 16:48,0:24,downed by ETA,Other,Transponder inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,2/7/2024 9:05,2/7/2024 11:21,2:16,downed by ETA,Avionics,Power percentage not showing
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,3/11/2024 9:32,3/13/2024 10:00,48:28:00,downed by ETA,Avionics,alt 1 failure on T/O
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,3/20/2024 13:29,3/21/2024 11:11,21:42,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,2/19/2024 18:17,2/21/2024 15:50,45:33:00,downed by ETA,50 Hr Inspect,Phase #4 Fuselage and Empennage Group Detail
